source,date,count
HOT,24/08/23,48592
HOT,25/08/23,58072
HOT,26/08/23,95133
HOT,27/08/23,80729
HOT,28/08/23,858
HOT,29/08/23,136101
HOT,30/08/23,70648
HOT,31/08/23,51182
HOT,01/09/23,62090
HOT,02/09/23,69001
HOT,03/09/23,71461
HOT,04/09/23,20
HOT,05/09/23,131906
HOT,06/09/23,73092
HOT,07/09/23,51901
HOT,08/09/23,13676
IAUS431D,01/01/21,1895
IAUS431D,02/01/21,82
IAUS431D,03/01/21,29
IAUS431D,04/01/21,6
IAUS431D,05/01/21,871
IAUS431D,06/01/21,596
IAUS431D,07/01/21,820
IAUS431D,08/01/21,1145
IAUS431D,09/01/21,888
IAUS431D,10/01/21,210
IAUS431D,11/01/21,4
IAUS431D,12/01/21,1153
IAUS431D,13/01/21,399
IAUS431D,14/01/21,1284
IAUS431D,15/01/21,989
IAUS431D,16/01/21,2631
IAUS431D,17/01/21,174
IAUS431D,18/01/21,3
IAUS431D,19/01/21,275
IAUS431D,20/01/21,1039
IAUS431D,21/01/21,2305
IAUS431D,22/01/21,1074
IAUS431D,23/01/21,804
IAUS431D,24/01/21,312
IAUS431D,25/01/21,5
IAUS431D,26/01/21,2391
IAUS431D,27/01/21,639
IAUS431D,28/01/21,480
IAUS431D,29/01/21,2648
IAUS431D,30/01/21,3297
IAUS431D,31/01/21,99
IAUS431D,01/02/21,4
IAUS431D,02/02/21,3681
IAUS431D,03/02/21,1670
IAUS431D,04/02/21,709
IAUS431D,05/02/21,774
IAUS431D,06/02/21,3627
IAUS431D,07/02/21,72
IAUS431D,08/02/21,3
IAUS431D,09/02/21,1755
IAUS431D,10/02/21,1040
IAUS431D,11/02/21,729
IAUS431D,12/02/21,884
IAUS431D,13/02/21,799
IAUS431D,14/02/21,27
IAUS431D,15/02/21,3
IAUS431D,16/02/21,1505
IAUS431D,17/02/21,833
IAUS431D,18/02/21,714
IAUS431D,19/02/21,4799
IAUS431D,20/02/21,1362
IAUS431D,21/02/21,227
IAUS431D,22/02/21,5
IAUS431D,23/02/21,1268
IAUS431D,24/02/21,1708
IAUS431D,25/02/21,413
IAUS431D,26/02/21,3793
IAUS431D,27/02/21,2719
IAUS431D,28/02/21,143
IAUS431D,01/03/21,5
IAUS431D,02/03/21,1459
IAUS431D,03/03/21,1799
IAUS431D,04/03/21,1126
IAUS431D,05/03/21,696
IAUS431D,06/03/21,1088
IAUS431D,07/03/21,229
IAUS431D,08/03/21,6
IAUS431D,09/03/21,1159
IAUS431D,10/03/21,1081
IAUS431D,11/03/21,847
IAUS431D,12/03/21,480
IAUS431D,13/03/21,749
IAUS431D,14/03/21,57
IAUS431D,15/03/21,7
IAUS431D,16/03/21,1018
IAUS431D,17/03/21,636
IAUS431D,18/03/21,1609
IAUS431D,19/03/21,607
IAUS431D,20/03/21,869
IAUS431D,21/03/21,126
IAUS431D,22/03/21,5
IAUS431D,23/03/21,1334
IAUS431D,24/03/21,1206
IAUS431D,25/03/21,1223
IAUS431D,26/03/21,340
IAUS431D,27/03/21,1161
IAUS431D,28/03/21,145
IAUS431D,29/03/21,7
IAUS431D,30/03/21,1986
IAUS431D,31/03/21,1310
IAUS431D,01/04/21,1730
IAUS431D,02/04/21,525
IAUS431D,03/04/21,968
IAUS431D,04/04/21,70
IAUS431D,05/04/21,6
IAUS431D,06/04/21,1289
IAUS431D,07/04/21,782
IAUS431D,08/04/21,759
IAUS431D,09/04/21,981
IAUS431D,10/04/21,1261
IAUS431D,11/04/21,129
IAUS431D,12/04/21,5
IAUS431D,13/04/21,791
IAUS431D,14/04/21,1026
IAUS431D,15/04/21,1190
IAUS431D,16/04/21,1421
IAUS431D,19/04/21,1802
IAUS431D,20/04/21,1395
IAUS431D,21/04/21,798
IAUS431D,22/04/21,1221
IAUS431D,23/04/21,1115
IAUS431D,24/04/21,774
IAUS431D,25/04/21,394
IAUS431D,26/04/21,9
IAUS431D,27/04/21,846
IAUS431D,28/04/21,714
IAUS431D,29/04/21,1055
IAUS431D,30/04/21,1455
IAUS431D,01/05/21,1383
IAUS431D,02/05/21,282
IAUS431D,03/05/21,27
IAUS431D,04/05/21,839
IAUS431D,05/05/21,1167
IAUS431D,06/05/21,1868
IAUS431D,07/05/21,787
IAUS431D,08/05/21,681
IAUS431D,09/05/21,91
IAUS431D,10/05/21,7
IAUS431D,11/05/21,1005
IAUS431D,12/05/21,1157
IAUS431D,13/05/21,840
IAUS431D,14/05/21,731
IAUS431D,15/05/21,971
IAUS431D,16/05/21,374
IAUS431D,17/05/21,56
IAUS431D,18/05/21,1007
IAUS431D,19/05/21,566
IAUS431D,20/05/21,1043
IAUS431D,21/05/21,530
IAUS431D,22/05/21,1226
IAUS431D,23/05/21,228
IAUS431D,24/05/21,5
IAUS431D,25/05/21,843
IAUS431D,26/05/21,552
IAUS431D,27/05/21,893
IAUS431D,28/05/21,3835
IAUS431D,29/05/21,1521
IAUS431D,30/05/21,215
IAUS431D,31/05/21,3
IAUS431D,01/06/21,3
IAUS431D,02/06/21,1347
IAUS431D,03/06/21,974
IAUS431D,04/06/21,970
IAUS431D,05/06/21,933
IAUS431D,06/06/21,80
IAUS431D,07/06/21,1
IAUS431D,08/06/21,1536
IAUS431D,09/06/21,994
IAUS431D,10/06/21,703
IAUS431D,11/06/21,1270
IAUS431D,12/06/21,1109
IAUS431D,13/06/21,149
IAUS431D,14/06/21,5
IAUS431D,15/06/21,1002
IAUS431D,16/06/21,1139
IAUS431D,17/06/21,1073
IAUS431D,18/06/21,1038
IAUS431D,19/06/21,1186
IAUS431D,20/06/21,231
IAUS431D,21/06/21,5
IAUS431D,22/06/21,998
IAUS431D,23/06/21,1417
IAUS431D,24/06/21,1240
IAUS431D,25/06/21,739
IAUS431D,26/06/21,1934
IAUS431D,27/06/21,137
IAUS431D,28/06/21,34
IAUS431D,29/06/21,789
IAUS431D,30/06/21,1841
IAUS431D,01/07/21,402
IAUS431D,02/07/21,1923
IAUS431D,03/07/21,1423
IAUS431D,04/07/21,196
IAUS431D,05/07/21,5
IAUS431D,06/07/21,1567
IAUS431D,07/07/21,1084
IAUS431D,08/07/21,482
IAUS431D,09/07/21,1231
IAUS431D,10/07/21,2808
IAUS431D,11/07/21,203
IAUS431D,12/07/21,5
IAUS431D,13/07/21,312
IAUS431D,14/07/21,370
IAUS431D,15/07/21,609
IAUS431D,16/07/21,3255
IAUS431D,17/07/21,1133
IAUS431D,18/07/21,309
IAUS431D,19/07/21,5
IAUS431D,20/07/21,1701
IAUS431D,21/07/21,1313
IAUS431D,22/07/21,1135
IAUS431D,23/07/21,1548
IAUS431D,24/07/21,1213
IAUS431D,25/07/21,87
IAUS431D,26/07/21,3
IAUS431D,27/07/21,2085
IAUS431D,28/07/21,605
IAUS431D,29/07/21,791
IAUS431D,30/07/21,1715
IAUS431D,31/07/21,959
IAUS431D,01/08/21,142
IAUS431D,02/08/21,45
IAUS431D,03/08/21,953
IAUS431D,04/08/21,1725
IAUS431D,05/08/21,471
IAUS431D,06/08/21,735
IAUS431D,07/08/21,2999
IAUS431D,08/08/21,322
IAUS431D,09/08/21,5
IAUS431D,10/08/21,2014
IAUS431D,11/08/21,3646
IAUS431D,13/08/21,1116
IAUS431D,15/08/21,841
IAUS431D,16/08/21,3
IAUS431D,17/08/21,1308
IAUS431D,18/08/21,1067
IAUS431D,19/08/21,1185
IAUS431D,20/08/21,389
IAUS431D,21/08/21,968
IAUS431D,22/08/21,232
IAUS431D,23/08/21,5
IAUS431D,24/08/21,1330
IAUS431D,25/08/21,1150
IAUS431D,26/08/21,1569
IAUS431D,27/08/21,1197
IAUS431D,28/08/21,1468
IAUS431D,29/08/21,108
IAUS431D,30/08/21,5
IAUS431D,31/08/21,4648
IAUS431D,01/09/21,1621
IAUS431D,02/09/21,962
IAUS431D,03/09/21,2316
IAUS431D,04/09/21,935
IAUS431D,05/09/21,125
IAUS431D,06/09/21,9
IAUS431D,07/09/21,2073
IAUS431D,08/09/21,699
IAUS431D,09/09/21,1248
IAUS431D,10/09/21,801
IAUS431D,11/09/21,1660
IAUS431D,12/09/21,203
IAUS431D,13/09/21,12
IAUS431D,15/09/21,1427
IAUS431D,16/09/21,1110
IAUS431D,17/09/21,807
IAUS431D,19/09/21,2901
IAUS431D,20/09/21,3
IAUS431D,21/09/21,2055
IAUS431D,22/09/21,747
IAUS431D,23/09/21,1016
IAUS431D,24/09/21,1534
IAUS431D,25/09/21,1093
IAUS431D,26/09/21,272
IAUS431D,27/09/21,19
IAUS431D,28/09/21,1421
IAUS431D,29/09/21,2583
IAUS431D,30/09/21,1860
IAUS431D,01/10/21,744
IAUS431D,02/10/21,65
IAUS431D,03/10/21,28
IAUS431D,04/10/21,196
IAUS431D,05/10/21,3415
IAUS431D,06/10/21,1346
IAUS431D,07/10/21,618
IAUS431D,08/10/21,1106
IAUS431D,09/10/21,718
IAUS431D,10/10/21,119
IAUS431D,11/10/21,18
IAUS431D,12/10/21,1062
IAUS431D,14/10/21,1147
IAUS431D,15/10/21,1627
IAUS431D,16/10/21,943
IAUS431D,17/10/21,133
IAUS431D,18/10/21,5
IAUS431D,19/10/21,887
IAUS431D,20/10/21,1396
IAUS431D,21/10/21,812
IAUS431D,22/10/21,1334
IAUS431D,23/10/21,1729
IAUS431D,24/10/21,96
IAUS431D,25/10/21,4
IAUS431D,26/10/21,1154
IAUS431D,27/10/21,1052
IAUS431D,28/10/21,2118
IAUS431D,29/10/21,1693
IAUS431D,30/10/21,940
IAUS431D,31/10/21,196
IAUS431D,01/11/21,43
IAUS431D,02/11/21,737
IAUS431D,03/11/21,1254
IAUS431D,04/11/21,1499
IAUS431D,05/11/21,934
IAUS431D,06/11/21,1177
IAUS431D,07/11/21,54
IAUS431D,08/11/21,7
IAUS431D,09/11/21,2046
IAUS431D,11/11/21,1862
IAUS431D,12/11/21,2736
IAUS431D,13/11/21,260
IAUS431D,14/11/21,167
IAUS431D,15/11/21,5
IAUS431D,16/11/21,383
IAUS431D,17/11/21,1418
IAUS431D,18/11/21,872
IAUS431D,19/11/21,983
IAUS431D,20/11/21,1744
IAUS431D,21/11/21,107
IAUS431D,22/11/21,3
IAUS431D,23/11/21,4003
IAUS431D,24/11/21,3704
IAUS431D,25/11/21,1045
IAUS431D,26/11/21,3204
IAUS431D,27/11/21,1361
IAUS431D,28/11/21,57
IAUS431D,29/11/21,168
IAUS431D,30/11/21,1510
IAUS431D,01/12/21,1848
IAUS431D,02/12/21,511
IAUS431D,03/12/21,1028
IAUS431D,04/12/21,995
IAUS431D,05/12/21,309
IAUS431D,06/12/21,485
IAUS431D,07/12/21,997
IAUS431D,08/12/21,923
IAUS431D,09/12/21,786
IAUS431D,10/12/21,872
IAUS431D,11/12/21,840
IAUS431D,12/12/21,249
IAUS431D,13/12/21,3
IAUS431D,14/12/21,1474
IAUS431D,15/12/21,869
IAUS431D,16/12/21,928
IAUS431D,17/12/21,722
IAUS431D,18/12/21,8409
IAUS431D,19/12/21,80
IAUS431D,20/12/21,59
IAUS431D,21/12/21,877
IAUS431D,22/12/21,2121
IAUS431D,23/12/21,1412
IAUS431D,24/12/21,1412
IAUS431D,25/12/21,1601
IAUS431D,26/12/21,183
IAUS431D,27/12/21,53
IAUS431D,28/12/21,1145
IAUS431D,29/12/21,4533
IAUS431D,30/12/21,1819
IAUS431D,31/12/21,2133
IAUS431D,01/01/22,2850
IAUS431D,02/01/22,64
IAUS431D,04/01/22,1230
IAUS431D,05/01/22,1954
IAUS431D,06/01/22,1722
IAUS431D,07/01/22,1420
IAUS431D,08/01/22,1806
IAUS431D,09/01/22,235
IAUS431D,10/01/22,5
IAUS431D,11/01/22,2138
IAUS431D,12/01/22,792
IAUS431D,13/01/22,768
IAUS431D,14/01/22,1549
IAUS431D,15/01/22,920
IAUS431D,16/01/22,118
IAUS431D,17/01/22,30
IAUS431D,18/01/22,1758
IAUS431D,19/01/22,1605
IAUS431D,20/01/22,1408
IAUS431D,21/01/22,1445
IAUS431D,22/01/22,698
IAUS431D,23/01/22,194
IAUS431D,24/01/22,22
IAUS431D,25/01/22,3512
IAUS431D,26/01/22,1736
IAUS431D,27/01/22,1567
IAUS431D,28/01/22,2020
IAUS431D,29/01/22,1601
IAUS431D,30/01/22,224
IAUS431D,31/01/22,31
IAUS431D,01/02/22,1263
IAUS431D,02/02/22,833
IAUS431D,03/02/22,957
IAUS431D,04/02/22,1265
IAUS431D,05/02/22,2152
IAUS431D,06/02/22,18
IAUS431D,07/02/22,168
IAUS431D,08/02/22,1109
IAUS431D,09/02/22,1170
IAUS431D,10/02/22,1319
IAUS431D,11/02/22,341
IAUS431D,12/02/22,881
IAUS431D,13/02/22,127
IAUS431D,14/02/22,5
IAUS431D,15/02/22,1879
IAUS431D,16/02/22,3125
IAUS431D,17/02/22,1585
IAUS431D,18/02/22,1602
IAUS431D,19/02/22,2256
IAUS431D,20/02/22,62
IAUS431D,21/02/22,5
IAUS431D,22/02/22,2073
IAUS431D,23/02/22,1323
IAUS431D,24/02/22,1010
IAUS431D,25/02/22,573
IAUS431D,26/02/22,1946
IAUS431D,27/02/22,712
IAUS431D,28/02/22,6
IAUS431D,01/03/22,2783
IAUS431D,02/03/22,555
IAUS431D,03/03/22,660
IAUS431D,05/03/22,1506
IAUS431D,06/03/22,72
IAUS431D,07/03/22,5
IAUS431D,08/03/22,2019
IAUS431D,09/03/22,1966
IAUS431D,10/03/22,591
IAUS431D,11/03/22,618
IAUS431D,12/03/22,828
IAUS431D,13/03/22,181
IAUS431D,14/03/22,8
IAUS431D,15/03/22,678
IAUS431D,16/03/22,783
IAUS431D,17/03/22,814
IAUS431D,18/03/22,1866
IAUS431D,19/03/22,866
IAUS431D,20/03/22,128
IAUS431D,21/03/22,6
IAUS431D,22/03/22,830
IAUS431D,23/03/22,3119
IAUS431D,24/03/22,1560
IAUS431D,25/03/22,1622
IAUS431D,26/03/22,874
IAUS431D,27/03/22,42
IAUS431D,28/03/22,5
IAUS431D,29/03/22,1229
IAUS431D,30/03/22,1922
IAUS431D,31/03/22,1535
IAUS431D,01/04/22,1154
IAUS431D,02/04/22,1423
IAUS431D,03/04/22,61
IAUS431D,04/04/22,6
IAUS431D,05/04/22,762
IAUS431D,06/04/22,2804
IAUS431D,07/04/22,1771
IAUS431D,08/04/22,1590
IAUS431D,09/04/22,3249
IAUS431D,10/04/22,401
IAUS431D,11/04/22,2
IAUS431D,12/04/22,2475
IAUS431D,13/04/22,1980
IAUS431D,14/04/22,714
IAUS431D,15/04/22,1691
IAUS431D,16/04/22,531
IAUS431D,17/04/22,453
IAUS431D,18/04/22,30
IAUS431D,19/04/22,1409
IAUS431D,20/04/22,1373
IAUS431D,21/04/22,908
IAUS431D,22/04/22,1954
IAUS431D,23/04/22,889
IAUS431D,24/04/22,180
IAUS431D,25/04/22,29
IAUS431D,26/04/22,1802
IAUS431D,27/04/22,2109
IAUS431D,28/04/22,3396
IAUS431D,29/04/22,2721
IAUS431D,30/04/22,3756
IAUS431D,01/05/22,78
IAUS431D,02/05/22,7
IAUS431D,03/05/22,2848
IAUS431D,04/05/22,2018
IAUS431D,05/05/22,1987
IAUS431D,06/05/22,1556
IAUS431D,07/05/22,2011
IAUS431D,08/05/22,82
IAUS431D,09/05/22,7
IAUS431D,10/05/22,569
IAUS431D,11/05/22,2345
IAUS431D,12/05/22,1058
IAUS431D,13/05/22,1869
IAUS431D,15/05/22,2619
IAUS431D,16/05/22,6
IAUS431D,17/05/22,7415
IAUS431D,18/05/22,2969
IAUS431D,19/05/22,1182
IAUS431D,20/05/22,759
IAUS431D,21/05/22,1570
IAUS431D,22/05/22,24
IAUS431D,23/05/22,5
IAUS431D,24/05/22,1357
IAUS431D,25/05/22,931
IAUS431D,26/05/22,618
IAUS431D,27/05/22,704
IAUS431D,28/05/22,1836
IAUS431D,29/05/22,83
IAUS431D,30/05/22,49
IAUS431D,31/05/22,838
IAUS431D,01/06/22,1474
IAUS431D,02/06/22,883
IAUS431D,03/06/22,897
IAUS431D,04/06/22,920
IAUS431D,05/06/22,95
IAUS431D,06/06/22,142
IAUS431D,07/06/22,740
IAUS431D,08/06/22,479
IAUS431D,09/06/22,1391
IAUS431D,10/06/22,1596
IAUS431D,11/06/22,830
IAUS431D,12/06/22,146
IAUS431D,13/06/22,13
IAUS431D,14/06/22,1140
IAUS431D,15/06/22,1109
IAUS431D,16/06/22,1307
IAUS431D,17/06/22,1090
IAUS431D,18/06/22,1069
IAUS431D,19/06/22,5
IAUS431D,21/06/22,1650
IAUS431D,22/06/22,987
IAUS431D,23/06/22,781
IAUS431D,24/06/22,558
IAUS431D,25/06/22,1393
IAUS431D,26/06/22,49
IAUS431D,27/06/22,18
IAUS431D,28/06/22,1759
IAUS431D,29/06/22,1621
IAUS431D,30/06/22,2528
IAUS431D,01/07/22,61
IAUS431D,02/07/22,1246
IAUS431D,03/07/22,9
IAUS431D,04/07/22,5
IAUS431D,06/07/22,1952
IAUS431D,07/07/22,564
IAUS431D,08/07/22,724
IAUS431D,09/07/22,1726
IAUS431D,10/07/22,890
IAUS431D,11/07/22,117
IAUS431D,12/07/22,2125
IAUS431D,13/07/22,1088
IAUS431D,14/07/22,740
IAUS431D,15/07/22,16899
IAUS431D,16/07/22,1600
IAUS431D,17/07/22,286
IAUS431D,18/07/22,650
IAUS431D,21/07/22,5258
IAUS431D,22/07/22,4815
IAUS431D,23/07/22,2366
IAUS431D,24/07/22,9
IAUS431D,25/07/22,81
IAUS431D,26/07/22,1843
IAUS431D,27/07/22,1851
IAUS431D,28/07/22,1764
IAUS431D,29/07/22,974
IAUS431D,30/07/22,875
IAUS431D,31/07/22,40
IAUS431D,01/08/22,33
IAUS431D,02/08/22,1797
IAUS431D,03/08/22,2380
IAUS431D,04/08/22,483
IAUS431D,05/08/22,2258
IAUS431D,06/08/22,2338
IAUS431D,07/08/22,114
IAUS431D,08/08/22,30
IAUS431D,09/08/22,2132
IAUS431D,10/08/22,1317
IAUS431D,11/08/22,1587
IAUS431D,12/08/22,1049
IAUS431D,13/08/22,2177
IAUS431D,14/08/22,153
IAUS431D,15/08/22,5
IAUS431D,16/08/22,788
IAUS431D,17/08/22,876
IAUS431D,18/08/22,1389
IAUS431D,19/08/22,866
IAUS431D,20/08/22,1844
IAUS431D,21/08/22,263
IAUS431D,22/08/22,6
IAUS431D,23/08/22,1805
IAUS431D,24/08/22,6633
IAUS431D,25/08/22,867
IAUS431D,26/08/22,428
IAUS431D,27/08/22,1203
IAUS431D,28/08/22,359
IAUS431D,29/08/22,6
IAUS431D,30/08/22,1896
IAUS431D,31/08/22,1111
IAUS431D,01/09/22,1285
IAUS431D,02/09/22,457
IAUS431D,04/09/22,1559
IAUS431D,05/09/22,114
IAUS431D,06/09/22,1349
IAUS431D,07/09/22,1730
IAUS431D,08/09/22,1642
IAUS431D,09/09/22,1057
IAUS431D,10/09/22,2910
IAUS431D,11/09/22,51
IAUS431D,12/09/22,6
IAUS431D,13/09/22,2354
IAUS431D,14/09/22,2583
IAUS431D,15/09/22,1726
IAUS431D,16/09/22,1767
IAUS431D,17/09/22,924
IAUS431D,18/09/22,120
IAUS431D,19/09/22,6
IAUS431D,20/09/22,1351
IAUS431D,21/09/22,2088
IAUS431D,22/09/22,893
IAUS431D,23/09/22,1061
IAUS431D,24/09/22,1155
IAUS431D,26/09/22,86
IAUS431D,27/09/22,618
IAUS431D,28/09/22,926
IAUS431D,29/09/22,1317
IAUS431D,30/09/22,1454
IAUS431D,01/10/22,642
IAUS431D,02/10/22,209
IAUS431D,03/10/22,11
IAUS431D,04/10/22,1457
IAUS431D,05/10/22,1665
IAUS431D,06/10/22,1260
IAUS431D,07/10/22,504
IAUS431D,08/10/22,548
IAUS431D,09/10/22,173
IAUS431D,10/10/22,18
IAUS431D,11/10/22,1689
IAUS431D,12/10/22,1122
IAUS431D,13/10/22,780
IAUS431D,14/10/22,1288
IAUS431D,15/10/22,1133
IAUS431D,16/10/22,128
IAUS431D,17/10/22,7
IAUS431D,18/10/22,911
IAUS431D,19/10/22,1216
IAUS431D,20/10/22,1794
IAUS431D,21/10/22,1642
IAUS431D,22/10/22,2253
IAUS431D,23/10/22,196
IAUS431D,24/10/22,5
IAUS431D,25/10/22,947
IAUS431D,26/10/22,1338
IAUS431D,27/10/22,808
IAUS431D,28/10/22,1529
IAUS431D,29/10/22,1322
IAUS431D,30/10/22,224
IAUS431D,31/10/22,6
IAUS431D,01/11/22,1472
IAUS431D,02/11/22,408
IAUS431D,03/11/22,566
IAUS431D,04/11/22,1154
IAUS431D,05/11/22,569
IAUS431D,06/11/22,50
IAUS431D,07/11/22,7
IAUS431D,08/11/22,512
IAUS431D,09/11/22,614
IAUS431D,10/11/22,577
IAUS431D,11/11/22,817
IAUS431D,12/11/22,644
IAUS431D,13/11/22,68
IAUS431D,14/11/22,5
IAUS431D,15/11/22,870
IAUS431D,16/11/22,2411
IAUS431D,17/11/22,1471
IAUS431D,18/11/22,3809
IAUS431D,19/11/22,2526
IAUS431D,20/11/22,134
IAUS431D,21/11/22,5
IAUS431D,22/11/22,901
IAUS431D,23/11/22,2010
IAUS431D,24/11/22,1220
IAUS431D,25/11/22,330
IAUS431D,26/11/22,1556
IAUS431D,27/11/22,170
IAUS431D,28/11/22,21
IAUS431D,29/11/22,2417
IAUS431D,30/11/22,1021
IAUS431D,01/12/22,1113
IAUS431D,02/12/22,728
IAUS431D,03/12/22,453
IAUS431D,04/12/22,24
IAUS431D,05/12/22,136
IAUS431D,07/12/22,1654
IAUS431D,08/12/22,1353
IAUS431D,09/12/22,823
IAUS431D,10/12/22,705
IAUS431D,11/12/22,57
IAUS431D,12/12/22,32
IAUS431D,13/12/22,1926
IAUS431D,14/12/22,1068
IAUS431D,15/12/22,2353
IAUS431D,16/12/22,1164
IAUS431D,17/12/22,1242
IAUS431D,18/12/22,70
IAUS431D,19/12/22,13
IAUS431D,20/12/22,2018
IAUS431D,21/12/22,1763
IAUS431D,22/12/22,1564
IAUS431D,23/12/22,1135
IAUS431D,24/12/22,1137
IAUS431D,25/12/22,110
IAUS431D,26/12/22,5
IAUS431D,27/12/22,2192
IAUS431D,28/12/22,1572
IAUS431D,29/12/22,1194
IAUS431D,30/12/22,566
IAUS431D,31/12/22,834
IAUS431D,01/01/23,244
IAUS431D,02/01/23,5
IAUS431D,03/01/23,897
IAUS431D,04/01/23,870
IAUS431D,05/01/23,2038
IAUS431D,06/01/23,1853
IAUS431D,07/01/23,1521
IAUS431D,08/01/23,136
IAUS431D,09/01/23,5
IAUS431D,10/01/23,1038
IAUS431D,11/01/23,1886
IAUS431D,12/01/23,805
IAUS431D,13/01/23,1491
IAUS431D,14/01/23,1411
IAUS431D,15/01/23,119
IAUS431D,16/01/23,5
IAUS431D,17/01/23,1393
IAUS431D,18/01/23,1506
IAUS431D,19/01/23,1345
IAUS431D,20/01/23,2022
IAUS431D,21/01/23,1260
IAUS431D,23/01/23,186
IAUS431D,24/01/23,2044
IAUS431D,25/01/23,1030
IAUS431D,26/01/23,653
IAUS431D,27/01/23,573
IAUS431D,28/01/23,666
IAUS431D,29/01/23,149
IAUS431D,30/01/23,9
IAUS431D,31/01/23,1587
IAUS431D,01/02/23,1808
IAUS431D,02/02/23,685
IAUS431D,03/02/23,1752
IAUS431D,04/02/23,1753
IAUS431D,05/02/23,368
IAUS431D,06/02/23,132
IAUS431D,07/02/23,2695
IAUS431D,08/02/23,1893
IAUS431D,09/02/23,1052
IAUS431D,10/02/23,1094
IAUS431D,11/02/23,1384
IAUS431D,12/02/23,125
IAUS431D,13/02/23,7
IAUS431D,14/02/23,1728
IAUS431D,15/02/23,1397
IAUS431D,16/02/23,696
IAUS431D,17/02/23,1965
IAUS431D,18/02/23,1261
IAUS431D,19/02/23,74
IAUS431D,20/02/23,7
IAUS431D,21/02/23,1149
IAUS431D,22/02/23,3418
IAUS431D,23/02/23,1056
IAUS431D,24/02/23,2072
IAUS431D,25/02/23,2306
IAUS431D,26/02/23,99
IAUS431D,27/02/23,2
IAUS431D,28/02/23,1351
IAUS431D,01/03/23,1528
IAUS431D,02/03/23,877
IAUS431D,04/03/23,2321
IAUS431D,05/03/23,84
IAUS431D,06/03/23,7
IAUS431D,07/03/23,3606
IAUS431D,08/03/23,648
IAUS431D,09/03/23,146
IAUS431D,10/03/23,2745
IAUS431D,11/03/23,1501
IAUS431D,12/03/23,31
IAUS431D,13/03/23,7
IAUS431D,14/03/23,3132
IAUS431D,15/03/23,2432
IAUS431D,16/03/23,1272
IAUS431D,17/03/23,1147
IAUS431D,19/03/23,860
IAUS431D,20/03/23,2
IAUS431D,21/03/23,782
IAUS431D,22/03/23,1606
IAUS431D,23/03/23,1702
IAUS431D,24/03/23,823
IAUS431D,25/03/23,1664
IAUS431D,26/03/23,1539
IAUS431D,27/03/23,7
IAUS431D,28/03/23,685
IAUS431D,29/03/23,4839
IAUS431D,30/03/23,1689
IAUS431D,31/03/23,1850
IAUS431D,01/04/23,1399
IAUS431D,02/04/23,908
IAUS431D,03/04/23,75
IAUS431D,05/04/23,2945
IAUS431D,06/04/23,1293
IAUS431D,07/04/23,1989
IAUS431D,08/04/23,1449
IAUS431D,09/04/23,620
IAUS431D,10/04/23,7
IAUS431D,12/04/23,4115
IAUS431D,14/04/23,1348
IAUS431D,15/04/23,7500
IAUS431D,17/04/23,1090
IAUS431D,18/04/23,1822
IAUS431D,19/04/23,2197
IAUS431D,20/04/23,1485
IAUS431D,21/04/23,2817
IAUS431D,23/04/23,3625
IAUS431D,24/04/23,23
IAUS431D,25/04/23,2247
IAUS431D,27/04/23,2967
IAUS431D,28/04/23,1551
IAUS431D,29/04/23,941
IAUS431D,30/04/23,86
IAUS431D,01/05/23,7
IAUS431D,02/05/23,5002
IAUS431D,04/05/23,3772
IAUS431D,05/05/23,1580
IAUS431D,06/05/23,1266
IAUS431D,07/05/23,1067
IAUS431D,08/05/23,8
IAUS431D,09/05/23,2571
IAUS431D,10/05/23,2638
IAUS431D,11/05/23,2188
IAUS431D,12/05/23,1529
IAUS431D,13/05/23,1091
IAUS431D,14/05/23,1180
IAUS431D,15/05/23,10
IAUS431D,17/05/23,4261
IAUS431D,18/05/23,1840
IAUS431D,19/05/23,1083
IAUS431D,20/05/23,1997
IAUS431D,21/05/23,1375
IAUS431D,22/05/23,301
IAUS431D,23/05/23,1694
IAUS431D,24/05/23,2340
IAUS431D,25/05/23,1255
IAUS431D,27/05/23,3414
IAUS431D,28/05/23,1134
IAUS431D,30/05/23,728
IAUS431D,31/05/23,857
IAUS431D,01/06/23,1926
IAUS431D,02/06/23,1722
IAUS431D,04/06/23,2833
IAUS431D,05/06/23,4
IAUS431D,06/06/23,830
IAUS431D,08/06/23,2090
IAUS431D,09/06/23,1553
IAUS431D,10/06/23,1734
IAUS431D,11/06/23,821
IAUS431D,12/06/23,62
IAUS431D,13/06/23,682
IAUS431D,14/06/23,3921
IAUS431D,15/06/23,1781
IAUS431D,16/06/23,1645
IAUS431D,17/06/23,930
IAUS431D,18/06/23,410
IAUS431D,19/06/23,7
IAUS431D,20/06/23,1864
IAUS431D,21/06/23,1262
IAUS431D,22/06/23,1063
IAUS431D,23/06/23,3667
IAUS431D,24/06/23,1971
IAUS431D,25/06/23,1304
IAUS431D,26/06/23,37
IAUS431D,28/06/23,2930
IAUS431D,29/06/23,2232
IAUS431D,30/06/23,2012
IAUS431D,01/07/23,3345
IAUS431D,02/07/23,955
IAUS431D,04/07/23,1333
IAUS431D,05/07/23,1352
IAUS431D,06/07/23,1072
IAUS431D,07/07/23,2312
IAUS431D,08/07/23,1885
IAUS431D,09/07/23,932
IAUS431D,10/07/23,7
IAUS431D,12/07/23,4612
IAUS431D,14/07/23,5893
IAUS431D,15/07/23,1867
