source,date,count
CFCHRG,21/06/22,1671
CFCHRG,22/06/22,1665
CFCHRG,23/06/22,1541
CFCHRG,24/06/22,1537
CFCHRG,25/06/22,1373
CFCHRG,27/06/22,1521
CFCHRG,28/06/22,1638
CFCHRG,29/06/22,1631
CFCHRG,30/06/22,1611
CFCHRG,01/07/22,1621
CFCHRG,02/07/22,1373
CFCHRG,04/07/22,1521
CFCHRG,05/07/22,1537
CFCHRG,06/07/22,1768
CFCHRG,07/07/22,1670
CFCHRG,13/07/22,1892
CFCHRG,14/07/22,1722
CFCHRG,15/07/22,1536
CFCHRG,16/07/22,1373
CFCHRG,17/07/22,334
CFCHRG,18/07/22,1521
CFCHRG,19/07/22,1638
CFCHRG,20/07/22,1672
CFCHRG,21/07/22,1706
CFCHRG,22/07/22,1623
CFCHRG,23/07/22,1373
CFCHRG,25/07/22,1524
CFCHRG,26/07/22,1758
CFCHRG,27/07/22,1715
CFCHRG,28/07/22,1722
CFCHRG,29/07/22,1683
CFCHRG,30/07/22,1373
CFCHRG,01/08/22,1521
CFCHRG,02/08/22,1718
CFCHRG,03/08/22,1685
CFCHRG,04/08/22,1637
CFCHRG,05/08/22,1705
CFCHRG,06/08/22,1373
CFCHRG,08/08/22,1521
CFCHRG,09/08/22,1748
CFCHRG,10/08/22,1677
CFCHRG,11/08/22,1651
CFCHRG,12/08/22,1701
CFCHRG,13/08/22,1385
CFCHRG,15/08/22,1521
CFCHRG,16/08/22,1721
CFCHRG,17/08/22,1699
CFCHRG,18/08/22,1754
CFCHRG,19/08/22,1607
CFCHRG,20/08/22,1502
CFCHRG,22/08/22,1521
CFCHRG,23/08/22,1694
CFCHRG,24/08/22,1695
CFCHRG,25/08/22,1661
CFCHRG,26/08/22,1683
CFCHRG,27/08/22,1453
CFCHRG,29/08/22,1521
CFCHRG,30/08/22,1711
CFCHRG,31/08/22,1656
CFCHRG,01/09/22,1072
CFCHRG,02/09/22,2041
CFCHRG,03/09/22,1373
CFCHRG,05/09/22,1519
CFCHRG,06/09/22,1537
CFCHRG,07/09/22,1791
CFCHRG,08/09/22,1699
CFCHRG,09/09/22,1543
CFCHRG,10/09/22,1537
CFCHRG,12/09/22,1521
CFCHRG,13/09/22,1749
CFCHRG,14/09/22,1857
CFCHRG,15/09/22,1640
CFCHRG,16/09/22,1688
CFCHRG,17/09/22,1373
CFCHRG,19/09/22,1433
CFCHRG,20/09/22,1665
CFCHRG,21/09/22,1738
CFCHRG,22/09/22,1548
CFCHRG,23/09/22,1595
CFCHRG,24/09/22,1375
CFCHRG,26/09/22,1521
CFCHRG,27/09/22,1733
CFCHRG,28/09/22,1742
CFCHRG,29/09/22,1242
CFCHRG,30/09/22,1161
CFCHRG,01/10/22,1371
CFCHRG,02/10/22,448
CFCHRG,03/10/22,1521
CFCHRG,04/10/22,1725
CFCHRG,05/10/22,1769
CFCHRG,06/10/22,1739
CFCHRG,07/10/22,1622
CFCHRG,08/10/22,1538
CFCHRG,09/10/22,438
CFCHRG,10/10/22,1519
CFCHRG,11/10/22,1820
CFCHRG,12/10/22,1805
CFCHRG,13/10/22,1676
CFCHRG,14/10/22,1672
CFCHRG,15/10/22,1522
CFCHRG,17/10/22,1519
CFCHRG,18/10/22,1695
CFCHRG,19/10/22,1575
CFCHRG,20/10/22,1630
CFCHRG,21/10/22,1836
CFCHRG,22/10/22,1372
CFCHRG,24/10/22,1520
CFCHRG,25/10/22,1870
CFCHRG,26/10/22,1782
CFCHRG,27/10/22,1907
CFCHRG,28/10/22,1738
CFCHRG,29/10/22,1451
CFCHRG,31/10/22,1520
CFCHRG,01/11/22,1686
CFCHRG,02/11/22,1687
CFCHRG,03/11/22,1685
CFCHRG,04/11/22,1617
CFCHRG,05/11/22,1371
CFCHRG,07/11/22,1524
CFCHRG,08/11/22,1990
CFCHRG,09/11/22,1991
CFCHRG,10/11/22,1701
CFCHRG,11/11/22,1679
CFCHRG,12/11/22,1526
CFCHRG,14/11/22,1640
CFCHRG,15/11/22,2136
CFCHRG,16/11/22,2060
CFCHRG,17/11/22,2038
CFCHRG,18/11/22,1930
CFCHRG,19/11/22,1593
CFCHRG,20/11/22,200
CFCHRG,21/11/22,1643
CFCHRG,22/11/22,1946
CFCHRG,23/11/22,1966
CFCHRG,24/11/22,1710
CFCHRG,26/11/22,1505
CFCHRG,28/11/22,1739
CFCHRG,29/11/22,1942
CFCHRG,30/11/22,1961
CFCHRG,01/12/22,2015
CFCHRG,02/12/22,1933
CFCHRG,03/12/22,1582
CFCHRG,04/12/22,134
CFCHRG,05/12/22,1522
CFCHRG,06/12/22,1937
CFCHRG,07/12/22,1971
CFCHRG,08/12/22,1843
CFCHRG,09/12/22,1901
CFCHRG,10/12/22,1419
CFCHRG,12/12/22,1563
CFCHRG,13/12/22,1981
CFCHRG,14/12/22,2004
CFCHRG,15/12/22,1849
CFCHRG,16/12/22,1755
CFCHRG,17/12/22,1321
CFCHRG,19/12/22,1573
CFCHRG,20/12/22,1900
CFCHRG,21/12/22,1899
CFCHRG,22/12/22,1880
CFCHRG,23/12/22,1694
CFCHRG,24/12/22,1293
CFCHRG,27/12/22,1676
CFCHRG,28/12/22,2076
CFCHRG,29/12/22,2072
CFCHRG,30/12/22,1619
CFCHRG,31/12/22,1477
CFCHRG,02/01/23,1664
CFCHRG,03/01/23,1697
CFCHRG,04/01/23,2036
CFCHRG,05/01/23,2084
CFCHRG,06/01/23,1995
CFCHRG,07/01/23,1537
CFCHRG,09/01/23,1582
CFCHRG,10/01/23,1908
CFCHRG,11/01/23,1931
CFCHRG,12/01/23,1884
CFCHRG,13/01/23,1817
CFCHRG,14/01/23,1350
CFCHRG,16/01/23,1539
CFCHRG,17/01/23,2314
CFCHRG,18/01/23,2571
CFCHRG,19/01/23,2308
CFCHRG,20/01/23,1857
CFCHRG,21/01/23,1813
CFCHRG,23/01/23,1849
CFCHRG,24/01/23,2159
CFCHRG,25/01/23,2376
CFCHRG,26/01/23,2354
CFCHRG,27/01/23,2216
CFCHRG,28/01/23,2083
CFCHRG,29/01/23,1
CFCHRG,30/01/23,2000
CFCHRG,31/01/23,2130
CFCHRG,01/02/23,1702
CFCHRG,02/02/23,1953
CFCHRG,03/02/23,1975
CFCHRG,04/02/23,1550
CFCHRG,06/02/23,1890
CFCHRG,07/02/23,2076
CFCHRG,08/02/23,1990
CFCHRG,09/02/23,2039
CFCHRG,10/02/23,2204
CFCHRG,11/02/23,1386
CFCHRG,13/02/23,1779
CFCHRG,14/02/23,2228
CFCHRG,15/02/23,2286
CFCHRG,16/02/23,2178
CFCHRG,17/02/23,1802
CFCHRG,18/02/23,1358
CFCHRG,20/02/23,2451
CFCHRG,21/02/23,2163
CFCHRG,22/02/23,2389
CFCHRG,23/02/23,2248
CFCHRG,24/02/23,1882
CFCHRG,25/02/23,1395
CFCHRG,27/02/23,1893
CFCHRG,28/02/23,2028
CFCHRG,01/03/23,2375
CFCHRG,02/03/23,2130
CFCHRG,03/03/23,1823
CFCHRG,04/03/23,1429
CFCHRG,06/03/23,1863
CFCHRG,07/03/23,2285
CFCHRG,08/03/23,2082
CFCHRG,09/03/23,1889
CFCHRG,10/03/23,2209
CFCHRG,11/03/23,1623
CFCHRG,13/03/23,2234
CFCHRG,14/03/23,2507
CFCHRG,15/03/23,2263
CFCHRG,16/03/23,2076
CFCHRG,17/03/23,2026
CFCHRG,18/03/23,1547
CFCHRG,19/03/23,2
CFCHRG,20/03/23,1950
CFCHRG,21/03/23,2140
CFCHRG,22/03/23,2064
CFCHRG,23/03/23,1780
CFCHRG,24/03/23,1902
CFCHRG,25/03/23,1395
CFCHRG,27/03/23,1581
CFCHRG,28/03/23,1744
CFCHRG,29/03/23,1968
CFCHRG,30/03/23,2249
CFCHRG,31/03/23,1950
CFCHRG,01/04/23,1435
CFCHRG,03/04/23,1840
CFCHRG,04/04/23,1824
CFCHRG,05/04/23,1814
CFCHRG,06/04/23,2162
CFCHRG,07/04/23,2196
CFCHRG,08/04/23,1321
CFCHRG,10/04/23,1692
CFCHRG,11/04/23,1906
CFCHRG,12/04/23,2105
CFCHRG,13/04/23,1860
CFCHRG,14/04/23,1739
CFCHRG,15/04/23,1769
CFCHRG,17/04/23,1901
CFCHRG,18/04/23,1701
CFCHRG,19/04/23,2255
CFCHRG,20/04/23,1729
CFCHRG,21/04/23,2203
CFCHRG,22/04/23,1840
CFCHRG,24/04/23,1989
CFCHRG,25/04/23,2083
CFCHRG,26/04/23,2043
CFCHRG,27/04/23,2087
CFCHRG,28/04/23,2308
CFCHRG,29/04/23,1559
CFCHRG,01/05/23,1778
CFCHRG,02/05/23,2224
CFCHRG,03/05/23,2187
CFCHRG,04/05/23,2222
CFCHRG,05/05/23,2157
CFCHRG,06/05/23,1462
CFCHRG,08/05/23,1725
CFCHRG,09/05/23,2703
CFCHRG,10/05/23,2687
CFCHRG,11/05/23,1949
CFCHRG,12/05/23,1759
CFCHRG,13/05/23,1518
CFCHRG,15/05/23,1907
CFCHRG,16/05/23,1790
CFCHRG,17/05/23,2280
CFCHRG,18/05/23,2109
CFCHRG,19/05/23,2351
CFCHRG,20/05/23,1715
CFCHRG,22/05/23,2479
CFCHRG,23/05/23,2410
CFCHRG,24/05/23,2501
CFCHRG,25/05/23,1783
CFCHRG,26/05/23,1763
CFCHRG,27/05/23,1779
CFCHRG,29/05/23,1472
CFCHRG,30/05/23,1945
CFCHRG,31/05/23,2860
CFCHRG,01/06/23,2312
CFCHRG,02/06/23,2586
CFCHRG,03/06/23,1664
CFCHRG,05/06/23,2003
CFCHRG,06/06/23,2617
CFCHRG,07/06/23,2038
CFCHRG,08/06/23,2480
CFCHRG,09/06/23,2049
CFCHRG,10/06/23,1780
CFCHRG,12/06/23,1988
CFCHRG,13/06/23,2150
CFCHRG,14/06/23,2326
CFCHRG,15/06/23,2248
CFCHRG,16/06/23,2125
CFCHRG,20/06/23,1443
CFCHRG,21/06/23,1628
CFCHRG,22/06/23,1610
CFCHRG,23/06/23,1625
CFCHRG,24/06/23,1630
CFCHRG,25/06/23,2
CFCHRG,26/06/23,1425
CFCHRG,27/06/23,1623
CFCHRG,28/06/23,1618
CFCHRG,29/06/23,1629
CFCHRG,30/06/23,1624
CFCHRG,01/07/23,1628
CFCHRG,03/07/23,1579
CFCHRG,04/07/23,1603
CFCHRG,05/07/23,1635
CFCHRG,06/07/23,1635
CFCHRG,07/07/23,1635
CFCHRG,08/07/23,1618
CFCHRG,10/07/23,1510
CFCHRG,11/07/23,1594
CFCHRG,12/07/23,1605
CFCHRG,13/07/23,1607
CFCHRG,14/07/23,1637
CFCHRG,15/07/23,1631
CFCHRG,16/07/23,74
CFCHRG,17/07/23,523
CFCHRG,18/07/23,1637
CFCHRG,19/07/23,1631
CFCHRG,20/07/23,1626
CFCHRG,21/07/23,1635
CFCHRG,22/07/23,1634
CFCHRG,24/07/23,1559
CFCHRG,25/07/23,1620
CFCHRG,26/07/23,1625
CFCHRG,27/07/23,1635
CFCHRG,28/07/23,1637
CFCHRG,29/07/23,1636
CFCHRG,31/07/23,1569
CFCHRG,01/08/23,1585
CFCHRG,02/08/23,1595
CFCHRG,03/08/23,1631
CFCHRG,04/08/23,1479
CFCHRG,05/08/23,1636
CFCHRG,07/08/23,1635
CFCHRG,08/08/23,1849
CFCHRG,09/08/23,1848
CFCHRG,10/08/23,1640
CFCHRG,11/08/23,1650
CFCHRG,12/08/23,1640
CFCHRG,13/08/23,2
CFCHRG,14/08/23,1864
CFCHRG,15/08/23,1845
CFCHRG,16/08/23,1840
CFCHRG,17/08/23,1664
CFCHRG,18/08/23,1679
CFCHRG,19/08/23,1825
CFCHRG,20/08/23,157
CFCHRG,21/08/23,1756
CFCHRG,22/08/23,2467
CFCHRG,23/08/23,4414
CFCHRG,24/08/23,3316
CFCHRG,25/08/23,2754
CFCHRG,26/08/23,4087
CFCHRG,27/08/23,2086
CFCHRG,28/08/23,1816
CFCHRG,29/08/23,4376
CFCHRG,30/08/23,5877
CFCHRG,31/08/23,3015
CFCHRG,01/09/23,3565
CFCHRG,02/09/23,4484
CFCHRG,03/09/23,2238
CFCHRG,04/09/23,1715
CFCHRG,05/09/23,2627
CFCHRG,06/09/23,6274
CFCHRG,07/09/23,4621
CKUS010,01/01/21,13
CKUS010,02/01/21,7
CKUS010,05/01/21,1
CKUS010,06/01/21,7
CKUS010,07/01/21,14
CKUS010,08/01/21,13
CKUS010,09/01/21,7
CKUS010,10/01/21,9
CKUS010,11/01/21,5
CKUS010,13/01/21,11
CKUS010,14/01/21,13
CKUS010,15/01/21,13
CKUS010,16/01/21,11
CKUS010,17/01/21,11
CKUS010,18/01/21,7
CKUS010,19/01/21,3
CKUS010,20/01/21,5
CKUS010,21/01/21,9
CKUS010,22/01/21,11
CKUS010,23/01/21,7
CKUS010,24/01/21,9
CKUS010,25/01/21,7
CKUS010,27/01/21,9
CKUS010,28/01/21,13
CKUS010,29/01/21,13
CKUS010,30/01/21,7
CKUS010,31/01/21,13
CKUS010,01/02/21,3
CKUS010,03/02/21,11
CKUS010,04/02/21,13
CKUS010,05/02/21,9
CKUS010,06/02/21,9
CKUS010,07/02/21,9
CKUS010,08/02/21,3
CKUS010,10/02/21,9
CKUS010,11/02/21,11
CKUS010,12/02/21,11
CKUS010,13/02/21,11
CKUS010,14/02/21,9
CKUS010,15/02/21,3
CKUS010,17/02/21,9
CKUS010,18/02/21,13
CKUS010,19/02/21,11
CKUS010,20/02/21,5
CKUS010,21/02/21,5
CKUS010,22/02/21,3
CKUS010,23/02/21,2
CKUS010,24/02/21,7
CKUS010,25/02/21,7
CKUS010,26/02/21,9
CKUS010,27/02/21,9
CKUS010,28/02/21,7
CKUS010,01/03/21,3
CKUS010,03/03/21,13
CKUS010,04/03/21,13
CKUS010,05/03/21,13
CKUS010,06/03/21,9
CKUS010,07/03/21,11
CKUS010,08/03/21,3
CKUS010,10/03/21,13
CKUS010,11/03/21,9
CKUS010,12/03/21,11
CKUS010,13/03/21,11
CKUS010,14/03/21,9
CKUS010,15/03/21,3
CKUS010,17/03/21,11
CKUS010,18/03/21,15
CKUS010,19/03/21,7
CKUS010,20/03/21,7
CKUS010,21/03/21,11
CKUS010,22/03/21,3
CKUS010,24/03/21,13
CKUS010,25/03/21,11
CKUS010,26/03/21,11
CKUS010,27/03/21,9
CKUS010,28/03/21,7
CKUS010,29/03/21,5
CKUS010,31/03/21,7
CKUS010,01/04/21,15
CKUS010,02/04/21,13
CKUS010,03/04/21,5
CKUS010,04/04/21,5
CKUS010,05/04/21,5
CKUS010,07/04/21,5
CKUS010,08/04/21,11
CKUS010,09/04/21,11
CKUS010,10/04/21,9
CKUS010,11/04/21,5
CKUS010,12/04/21,3
CKUS010,14/04/21,7
CKUS010,15/04/21,9
CKUS010,16/04/21,11
CKUS010,19/04/21,23
CKUS010,21/04/21,5
CKUS010,22/04/21,7
CKUS010,23/04/21,7
CKUS010,24/04/21,15
CKUS010,25/04/21,11
CKUS010,26/04/21,3
CKUS010,28/04/21,11
CKUS010,29/04/21,9
CKUS010,30/04/21,11
CKUS010,01/05/21,9
CKUS010,02/05/21,13
CKUS010,03/05/21,5
CKUS010,04/05/21,1
CKUS010,05/05/21,13
CKUS010,06/05/21,11
CKUS010,07/05/21,11
CKUS010,08/05/21,13
CKUS010,09/05/21,5
CKUS010,10/05/21,5
CKUS010,12/05/21,5
CKUS010,13/05/21,15
CKUS010,14/05/21,9
CKUS010,15/05/21,9
CKUS010,16/05/21,9
CKUS010,17/05/21,3
CKUS010,19/05/21,9
CKUS010,20/05/21,9
CKUS010,21/05/21,9
CKUS010,22/05/21,11
CKUS010,23/05/21,9
CKUS010,24/05/21,5
CKUS010,26/05/21,11
CKUS010,27/05/21,9
CKUS010,28/05/21,11
CKUS010,29/05/21,11
CKUS010,30/05/21,9
CKUS010,31/05/21,3
CKUS010,02/06/21,11
CKUS010,03/06/21,9
CKUS010,04/06/21,11
CKUS010,05/06/21,11
CKUS010,06/06/21,11
CKUS010,07/06/21,3
CKUS010,09/06/21,13
CKUS010,10/06/21,7
CKUS010,11/06/21,11
CKUS010,12/06/21,11
CKUS010,13/06/21,11
CKUS010,14/06/21,1
CKUS010,16/06/21,7
CKUS010,17/06/21,9
CKUS010,18/06/21,13
CKUS010,19/06/21,9
CKUS010,20/06/21,13
CKUS010,21/06/21,7
CKUS010,22/06/21,3
CKUS010,23/06/21,7
CKUS010,24/06/21,9
CKUS010,25/06/21,15
CKUS010,26/06/21,9
CKUS010,27/06/21,3
CKUS010,28/06/21,7
CKUS010,30/06/21,5
CKUS010,01/07/21,5
CKUS010,02/07/21,12
CKUS010,03/07/21,13
CKUS010,04/07/21,13
CKUS010,05/07/21,3
CKUS010,08/07/21,11
CKUS010,09/07/21,11
CKUS010,10/07/21,7
CKUS010,11/07/21,9
CKUS010,12/07/21,3
CKUS010,14/07/21,9
CKUS010,15/07/21,11
CKUS010,16/07/21,9
CKUS010,17/07/21,13
CKUS010,18/07/21,5
CKUS010,19/07/21,3
CKUS010,20/07/21,4
CKUS010,21/07/21,9
CKUS010,22/07/21,9
CKUS010,23/07/21,13
CKUS010,24/07/21,7
CKUS010,25/07/21,9
CKUS010,26/07/21,5
CKUS010,28/07/21,11
CKUS010,29/07/21,13
CKUS010,30/07/21,11
CKUS010,31/07/21,13
CKUS010,01/08/21,12
CKUS010,02/08/21,5
CKUS010,04/08/21,9
CKUS010,05/08/21,15
CKUS010,06/08/21,13
CKUS010,07/08/21,7
CKUS010,08/08/21,7
CKUS010,09/08/21,3
CKUS010,11/08/21,9
CKUS010,12/08/21,9
CKUS010,13/08/21,11
CKUS010,15/08/21,14
CKUS010,16/08/21,3
CKUS010,17/08/21,3
CKUS010,18/08/21,13
CKUS010,19/08/21,11
CKUS010,20/08/21,7
CKUS010,21/08/21,11
CKUS010,22/08/21,11
CKUS010,23/08/21,3
CKUS010,24/08/21,3
CKUS010,25/08/21,5
CKUS010,26/08/21,9
CKUS010,27/08/21,7
CKUS010,28/08/21,9
CKUS010,29/08/21,9
CKUS010,30/08/21,5
CKUS010,01/09/21,7
CKUS010,02/09/21,13
CKUS010,03/09/21,11
CKUS010,04/09/21,7
CKUS010,05/09/21,9
CKUS010,06/09/21,3
CKUS010,08/09/21,9
CKUS010,09/09/21,7
CKUS010,10/09/21,11
CKUS010,11/09/21,15
CKUS010,12/09/21,11
CKUS010,15/09/21,7
CKUS010,16/09/21,7
CKUS010,17/09/21,11
CKUS010,19/09/21,20
CKUS010,20/09/21,3
CKUS010,22/09/21,12
CKUS010,23/09/21,15
CKUS010,24/09/21,15
CKUS010,25/09/21,7
CKUS010,26/09/21,7
CKUS010,27/09/21,7
CKUS010,29/09/21,7
CKUS010,30/09/21,9
CKUS010,01/10/21,11
CKUS010,02/10/21,7
CKUS010,03/10/21,9
CKUS010,04/10/21,3
CKUS010,06/10/21,15
CKUS010,07/10/21,9
CKUS010,08/10/21,7
CKUS010,09/10/21,9
CKUS010,10/10/21,7
CKUS010,11/10/21,3
CKUS010,13/10/21,7
CKUS010,14/10/21,7
CKUS010,15/10/21,11
CKUS010,16/10/21,11
CKUS010,17/10/21,9
CKUS010,19/10/21,3
CKUS010,20/10/21,5
CKUS010,21/10/21,13
CKUS010,22/10/21,11
CKUS010,23/10/21,7
CKUS010,24/10/21,9
CKUS010,25/10/21,7
CKUS010,26/10/21,3
CKUS010,27/10/21,13
CKUS010,28/10/21,11
CKUS010,29/10/21,13
CKUS010,30/10/21,13
CKUS010,31/10/21,9
CKUS010,01/11/21,3
CKUS010,03/11/21,11
CKUS010,04/11/21,7
CKUS010,05/11/21,13
CKUS010,06/11/21,11
CKUS010,07/11/21,11
CKUS010,08/11/21,3
CKUS010,10/11/21,11
CKUS010,11/11/21,11
CKUS010,12/11/21,13
CKUS010,13/11/21,5
CKUS010,14/11/21,11
CKUS010,15/11/21,3
CKUS010,17/11/21,7
CKUS010,18/11/21,7
CKUS010,19/11/21,13
CKUS010,20/11/21,12
CKUS010,21/11/21,11
CKUS010,23/11/21,3
CKUS010,24/11/21,7
CKUS010,25/11/21,13
CKUS010,26/11/21,13
CKUS010,28/11/21,9
CKUS010,30/11/21,2
CKUS010,01/12/21,11
CKUS010,02/12/21,13
CKUS010,03/12/21,7
CKUS010,04/12/21,11
CKUS010,05/12/21,11
CKUS010,08/12/21,11
CKUS010,09/12/21,7
CKUS010,10/12/21,11
CKUS010,11/12/21,12
CKUS010,12/12/21,5
CKUS010,13/12/21,7
CKUS010,15/12/21,9
CKUS010,16/12/21,11
CKUS010,17/12/21,9
CKUS010,18/12/21,9
CKUS010,19/12/21,7
CKUS010,20/12/21,1
CKUS010,22/12/21,9
CKUS010,23/12/21,11
CKUS010,24/12/21,13
CKUS010,25/12/21,11
CKUS010,26/12/21,3
CKUS010,27/12/21,3
CKUS010,29/12/21,11
CKUS010,30/12/21,9
CKUS010,31/12/21,13
CKUS010,01/01/22,11
CKUS010,02/01/22,11
CKUS010,04/01/22,5
CKUS010,05/01/22,11
CKUS010,06/01/22,11
CKUS010,07/01/22,11
CKUS010,08/01/22,11
CKUS010,09/01/22,7
CKUS010,11/01/22,5
CKUS010,12/01/22,11
CKUS010,13/01/22,13
CKUS010,14/01/22,11
CKUS010,15/01/22,13
CKUS010,16/01/22,3
CKUS010,17/01/22,3
CKUS010,19/01/22,1
CKUS010,20/01/22,7
CKUS010,21/01/22,11
CKUS010,22/01/22,11
CKUS010,23/01/22,13
CKUS010,24/01/22,7
CKUS010,26/01/22,13
CKUS010,27/01/22,11
CKUS010,28/01/22,13
CKUS010,29/01/22,9
CKUS010,30/01/22,13
CKUS010,31/01/22,2
CKUS010,02/02/22,11
CKUS010,03/02/22,9
CKUS010,04/02/22,15
CKUS010,05/02/22,7
CKUS010,06/02/22,11
CKUS010,08/02/22,5
CKUS010,09/02/22,7
CKUS010,10/02/22,11
CKUS010,11/02/22,13
CKUS010,12/02/22,13
CKUS010,13/02/22,11
CKUS010,14/02/22,3
CKUS010,15/02/22,3
CKUS010,16/02/22,3
CKUS010,17/02/22,7
CKUS010,18/02/22,13
CKUS010,19/02/22,11
CKUS010,20/02/22,13
CKUS010,23/02/22,9
CKUS010,24/02/22,9
CKUS010,25/02/22,15
CKUS010,26/02/22,9
CKUS010,27/02/22,11
CKUS010,28/02/22,5
CKUS010,01/03/22,3
CKUS010,02/03/22,13
CKUS010,03/03/22,11
CKUS010,04/03/22,15
CKUS010,05/03/22,9
CKUS010,06/03/22,9
CKUS010,08/03/22,5
CKUS010,09/03/22,13
CKUS010,10/03/22,7
CKUS010,11/03/22,11
CKUS010,12/03/22,7
CKUS010,13/03/22,5
CKUS010,14/03/22,3
CKUS010,16/03/22,13
CKUS010,17/03/22,13
CKUS010,18/03/22,9
CKUS010,19/03/22,11
CKUS010,20/03/22,9
CKUS010,21/03/22,3
CKUS010,23/03/22,11
CKUS010,24/03/22,11
CKUS010,25/03/22,9
CKUS010,26/03/22,11
CKUS010,27/03/22,7
CKUS010,28/03/22,5
CKUS010,30/03/22,9
CKUS010,31/03/22,13
CKUS010,01/04/22,11
CKUS010,02/04/22,9
CKUS010,03/04/22,11
CKUS010,04/04/22,3
CKUS010,05/04/22,3
CKUS010,06/04/22,9
CKUS010,07/04/22,15
CKUS010,08/04/22,7
CKUS010,09/04/22,11
CKUS010,10/04/22,13
CKUS010,11/04/22,3
CKUS010,13/04/22,11
CKUS010,14/04/22,11
CKUS010,15/04/22,13
CKUS010,16/04/22,11
CKUS010,17/04/22,9
CKUS010,18/04/22,3
CKUS010,19/04/22,3
CKUS010,20/04/22,13
CKUS010,21/04/22,9
CKUS010,22/04/22,11
CKUS010,23/04/22,9
CKUS010,24/04/22,13
CKUS010,25/04/22,3
CKUS010,27/04/22,15
CKUS010,28/04/22,11
CKUS010,29/04/22,9
CKUS010,30/04/22,11
CKUS010,01/05/22,5
CKUS010,02/05/22,5
CKUS010,04/05/22,15
CKUS010,05/05/22,13
CKUS010,06/05/22,9
CKUS010,07/05/22,11
CKUS010,08/05/22,11
CKUS010,09/05/22,7
CKUS010,11/05/22,13
CKUS010,12/05/22,9
CKUS010,13/05/22,11
CKUS010,15/05/22,20
CKUS010,16/05/22,7
CKUS010,18/05/22,11
CKUS010,19/05/22,13
CKUS010,20/05/22,11
CKUS010,21/05/22,13
CKUS010,22/05/22,11
CKUS010,23/05/22,5
CKUS010,24/05/22,3
CKUS010,25/05/22,9
CKUS010,26/05/22,13
CKUS010,27/05/22,9
CKUS010,28/05/22,11
CKUS010,29/05/22,7
CKUS010,30/05/22,5
CKUS010,01/06/22,7
CKUS010,02/06/22,5
CKUS010,03/06/22,13
CKUS010,04/06/22,15
CKUS010,05/06/22,5
CKUS010,06/06/22,5
CKUS010,08/06/22,11
CKUS010,09/06/22,11
CKUS010,10/06/22,13
CKUS010,11/06/22,13
CKUS010,12/06/22,12
CKUS010,13/06/22,5
CKUS010,15/06/22,13
CKUS010,16/06/22,9
CKUS010,17/06/22,9
CKUS010,18/06/22,13
CKUS010,19/06/22,7
CKUS010,20/06/22,5
CKUS010,23/06/22,5
CKUS010,24/06/22,9
CKUS010,25/06/22,5
CKUS010,26/06/22,3
CKUS010,27/06/22,5
CKUS010,29/06/22,9
CKUS010,30/06/22,9
CKUS010,01/07/22,5
CKUS010,02/07/22,1
CKUS010,03/07/22,14
CKUS010,04/07/22,3
CKUS010,07/07/22,17
CKUS010,08/07/22,15
CKUS010,09/07/22,13
CKUS010,10/07/22,13
CKUS010,11/07/22,5
CKUS010,13/07/22,13
CKUS010,14/07/22,7
CKUS010,15/07/22,13
CKUS010,16/07/22,15
CKUS010,18/07/22,5
CKUS010,21/07/22,20
CKUS010,22/07/22,12
CKUS010,23/07/22,9
CKUS010,24/07/22,11
CKUS010,25/07/22,5
CKUS010,27/07/22,13
CKUS010,28/07/22,13
CKUS010,29/07/22,13
CKUS010,30/07/22,13
CKUS010,31/07/22,10
CKUS010,01/08/22,5
CKUS010,02/08/22,14
CKUS010,03/08/22,13
CKUS010,05/08/22,10
CKUS010,06/08/22,11
CKUS010,07/08/22,9
CKUS010,08/08/22,5
CKUS010,10/08/22,15
CKUS010,12/08/22,9
CKUS010,13/08/22,7
CKUS010,14/08/22,16
CKUS010,15/08/22,5
CKUS010,17/08/22,13
CKUS010,18/08/22,9
CKUS010,19/08/22,13
CKUS010,20/08/22,13
CKUS010,21/08/22,13
CKUS010,22/08/22,3
CKUS010,24/08/22,7
CKUS010,25/08/22,13
CKUS010,26/08/22,22
CKUS010,27/08/22,11
CKUS010,28/08/22,12
CKUS010,29/08/22,5
CKUS010,31/08/22,11
CKUS010,01/09/22,13
CKUS010,02/09/22,9
CKUS010,03/09/22,13
CKUS010,04/09/22,12
CKUS010,05/09/22,5
CKUS010,08/09/22,15
CKUS010,09/09/22,11
CKUS010,10/09/22,7
CKUS010,11/09/22,11
CKUS010,12/09/22,5
CKUS010,14/09/22,11
CKUS010,15/09/22,11
CKUS010,16/09/22,15
CKUS010,17/09/22,9
CKUS010,18/09/22,16
CKUS010,19/09/22,3
CKUS010,21/09/22,13
CKUS010,22/09/22,15
CKUS010,23/09/22,10
CKUS010,24/09/22,13
CKUS010,25/09/22,14
CKUS010,26/09/22,3
CKUS010,28/09/22,11
CKUS010,29/09/22,11
CKUS010,30/09/22,11
CKUS010,01/10/22,3
CKUS010,02/10/22,12
CKUS010,03/10/22,5
CKUS010,05/10/22,13
CKUS010,06/10/22,11
CKUS010,07/10/22,11
CKUS010,08/10/22,7
CKUS010,09/10/22,3
CKUS010,10/10/22,5
CKUS010,12/10/22,11
CKUS010,13/10/22,5
CKUS010,14/10/22,5
CKUS010,15/10/22,13
CKUS010,16/10/22,9
CKUS010,17/10/22,5
CKUS010,19/10/22,7
